Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Unnamed: 12,nutrition_risk,Disease,Portion_Size_g,Meal_ID,Day_Type,Log_Index,Confidence_Level
Muffin (Blueberry 1 large),Grain/Dessert,380,4.790875058,52.64912123,16.50691376,1.947657791,30.58342247,333.0675693,50.44383689,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,454,Weekday,7324,Medium
Mint (1 tbsp in tabouli),Condiment,1,0.099896934,0.09772523,0.0,0.097310683,0.0,0.0,0.0,Lunch,0,,Healthy,Healthy,150,270,Weekday,3738,Medium
Salami (3 slices),Protein/Processed,110,6.278690417,0.981906939,9.137516107,0.0,0.523402407,485.9332398,29.35337152,Lunch,0,,Healthy,Hypertension,150,114,Weekend,6997,Low
Tuna Melt,Meal/Processed,450,23.83903047,32.77954625,24.74219167,2.941279883,4.053406635,941.4339159,48.89481524,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",100,7,Weekend,9988,Medium
Ramen (Instant 1 pack),Meal/Processed,380,9.359326039,51.57641597,14.12301938,1.957067766,1.972877131,1533.341818,0.0,Lunch,500,,Unhealthy,Hypertension,150,292,Weekday,3157,Medium
Mashed Potatoes (side),Vegetable,150,3.045024267,26.24086254,3.839760597,1.968138983,1.908201051,313.5045819,10.35207067,Dinner,0,,Healthy,Healthy,200,53,Weekend,1494,High
Vitello Tonnato (1 serving),Meal/Meat,380,35.0,3.0,25.0,0.5,1.0,600.0,110.0,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,193,Weekday,588,High
Gochugaru (1 tsp),Condiment,10,0.313667524,1.800519742,0.313602896,0.500467589,0.312988548,0.970104991,0.0,Dinner,0,,Healthy,Healthy,100,488,Weekend,1988,Medium
Biryani (Chicken 1.5 cups),Meal/Meat,520,28.29377463,58.0832135,18.22561686,5.144939409,6.002183224,900.1177351,74.31492607,Dinner,0,,Moderate,"Hypertension, Obesity",180,152,Weekday,7401,Medium
Pistachios (1 oz shelled),Nut,159,5.588746676,7.747652148,13.32874924,2.967140061,2.173316427,2.005950125,0.0,Snack,0,,Healthy,Healthy,100,55,Weekend,4157,Medium
Mocha Latte (16oz),Beverage,360,12.28624613,49.08086812,15.51574206,2.087216672,43.75277805,154.0496404,44.53069889,Snack,473,,Unhealthy,"Diabetes, Obesity",150,148,Weekday,6991,High
Pancakes (2 medium),Grain,180,4.922299606,30.6479538,4.873245907,1.025255447,6.265090734,465.8131185,24.04130085,Breakfast,0,,Healthy,Hypertension,200,132,Weekend,2711,Medium
Dulce de Leche (1 tbsp filling),Condiment,65,1.02153422,11.74637319,1.457320716,0.0,9.994736935,28.68576267,5.151803624,Snack,0,,Healthy,Healthy,100,42,Weekday,6631,Medium
Caesar Salad (with chicken),Meal/Protein,470,30.47472147,14.33038978,30.33870178,3.097477086,2.909666566,851.5789177,78.65902392,Lunch,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,412,Weekend,4786,Medium
Pizza (Margherita 1 slice),Meal/Processed,250,11.74799422,29.58174406,9.818657152,3.130013661,4.01287796,606.7285723,25.95008346,Dinner,250,,Moderate,Hypertension,250,445,Weekday,3708,High
Panna Cotta (1 serving),Dessert,300,4.0,25.0,20.0,0.0,22.0,50.0,70.0,Snack,0,,Moderate,Diabetes,250,266,Weekday,560,Low
Figs (2 medium),Fruit,74,0.599770911,18.84871626,0.306873054,3.001933314,16.08773118,1.966561338,0.0,Snack,0,,Moderate,Diabetes,250,422,Weekend,3477,High
Protein Shake (Whey),Supplement,120,24.80288344,2.978726277,1.021891327,0.951795984,2.020411292,154.0535214,4.926251233,Snack,500,,Healthy,Healthy,200,464,Weekday,6611,Medium
Tuna Melt,Meal/Processed,450,25.87475051,31.84395131,25.23332485,2.999247041,3.86114649,891.1390791,49.62989423,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",150,461,Weekend,2704,Medium
Saltimbocca (1 serving),Meal/Meat,380,39.89284889,4.944416264,20.92427007,0.50714216,0.967223336,890.0373499,115.2009751,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,342,Weekend,8394,Low
Parsley (1/4 cup in tabouli),Vegetable,5,0.302744225,1.025861366,0.09690583,0.477583072,0.098630236,5.083701255,0.0,Lunch,0,,Healthy,Healthy,100,202,Weekend,9976,Medium
Baklava (1 piece),Dessert,280,3.096907516,30.48836812,18.23312019,2.068871557,20.60689722,80.35088103,10.129548,Snack,0,,Moderate,Diabetes,180,420,Weekday,2741,Low
Popcorn (3 cups air-popped),Grain,93,3.048432845,18.64523685,1.13062737,3.709743637,0.098959596,2.054403931,0.0,Snack,250,,Healthy,Healthy,100,219,Weekday,3072,High
Chicken Milanesa (1 serving),Meal/Meat,450,36.30604738,30.84138044,21.35077366,3.127358248,2.048354403,670.3802213,98.12829135,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,384,Weekend,1574,Low
Hot Chocolate (1 cup),Beverage,200,2.997822987,28.83048146,8.376078122,2.086417624,23.78282368,157.168792,9.949818295,Snack,240,,Moderate,Diabetes,100,28,Weekend,7110,Medium
Iced Tea (Sweetened 16oz),Beverage,180,0.0,47.93387112,0.0,0.0,46.72104164,15.09615546,0.0,Snack,500,,Unhealthy,Diabetes,100,363,Weekday,9319,Medium
Biscuits and Gravy (1 serving),Meal/Processed,480,9.547185584,44.48872832,27.11137432,2.066375668,3.061429881,1049.72431,33.25639011,Breakfast,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,216,Weekday,7702,Low
Saltimbocca (1 serving),Meal/Meat,380,39.61781008,5.182039918,22.21946945,0.485207414,1.045675136,824.1761111,125.7799925,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,26,Weekday,4965,High
Gyro (1 sandwich),Meal/Meat,600,25.20364194,54.66570725,31.18818655,5.065685561,6.113459016,1238.283885,76.12889334,Dinner,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,46,Weekend,7278,Low
Hummus (2 tbsp),Legume,70,2.0,4.0,5.0,2.0,0.0,130.0,0.0,Snack,0,,Healthy,Healthy,250,407,Weekend,58,High
Blue Cheese Dressing (2 tbsp),Condiment,150,1.03343975,2.099802963,16.24319353,0.0,1.029034444,331.8198189,9.558279316,Lunch,0,,Moderate,Healthy,250,364,Weekend,7806,Low
Muffin (Blueberry 1 large),Grain/Dessert,380,4.869023218,57.36851999,16.02121584,1.971042351,29.33880873,332.6790586,49.88222346,Breakfast,250,,Unhealthy,"Diabetes, Obesity",150,10,Weekday,6768,Low
Chimichurri (1 tbsp),Condiment,45,0.095557099,0.487326087,4.59643587,0.201209295,0.095998989,99.19096846,0.0,Lunch,0,,Healthy,Healthy,100,186,Weekend,4496,Medium
Apple Pie (1 slice),Dessert,410,3.095289244,55.4700066,19.35809796,2.998686706,25.43274344,315.1468725,0.0,Snack,0,,Unhealthy,"Diabetes, Obesity",200,70,Weekend,5026,Low
Muffin (Blueberry 1 large),Grain/Dessert,380,4.819528717,53.23431443,16.734168,1.989814714,31.05792048,336.3268515,50.54140166,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,134,Weekday,9260,Medium
Egg Yolk (1 large in sauce),Protein,55,2.645641715,0.614387338,4.407940994,0.0,0.302034835,8.001832075,175.0058392,Dinner,0,,Healthy,Healthy,250,24,Weekday,6984,Low
Muffin (Blueberry 1 large),Grain/Dessert,380,5.015343943,55.08919133,15.97160661,2.068844982,31.32799287,365.2994549,48.00554868,Breakfast,250,,Unhealthy,"Diabetes, Obesity",200,169,Weekday,3736,Low
Chicken Kebab (2 skewers),Meal/Meat,280,30.0,8.0,14.0,3.0,4.0,500.0,85.0,Dinner,250,,Healthy,Hypertension,200,332,Weekday,262,High
Osso Buco (1 serving),Meal/Meat,550,46.69647648,15.19905641,30.57088003,3.822099739,5.852048442,858.9145312,156.9835094,Dinner,0,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,416,Weekday,2790,Medium
Cheesy Grits (1 cup),Meal/Grain,210,6.0,34.0,6.0,2.0,1.0,550.0,20.0,Breakfast,0,,Healthy,Hypertension,250,89,Weekday,329,Low
Soda (1 can Coke),Beverage,140,0.0,37.46277955,0.0,0.0,39.2137895,44.13227212,0.0,Snack,355,,Unhealthy,Diabetes,180,106,Weekday,3609,High
Cacio e Pepe (1.5 cups),Meal/Pasta,500,18.4441661,66.09627546,19.35320476,3.860677602,3.054816744,697.0625852,48.14195075,Dinner,0,,Moderate,"Hypertension, Obesity",250,256,Weekend,3104,Low
Milk (2%, 1 cup),110,120.828895,8.122460157,11.68666454,4.953026323,0.0,11.52133456,99.39334272,20,Breakfast,0.0,Healthy,Healthy,180,473,Weekend,9230,Medium
Chicken Alfredo (1.5 cups),Meal/Pasta,680,35.06569379,43.55846673,38.41304082,3.935477645,5.009467542,971.0097602,118.6857547,Dinner,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,268,Weekday,7375,Medium
Basil (fresh garnish),Condiment,1,0.103978625,0.0,0.0,0.097770046,0.0,0.0,0.0,Dinner,0,,Healthy,Healthy,250,378,Weekday,8844,Low
Horchata (1 cup),Beverage,140,2.086832755,24.14505899,3.01619056,1.017360892,22.5453387,30.57658494,4.961718446,Snack,240,,Moderate,Diabetes,100,196,Weekend,5359,Medium
Peanut Butter & Jelly Sandwich,Meal/Processed,390,12.45388822,47.79460832,16.69163492,5.198991419,19.70736593,443.5910876,0.0,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",100,257,Weekend,5880,Medium
Ketchup (1 packet),Condiment,10,0.099683251,2.534644267,0.0,0.100924518,1.927225294,91.25300124,0.0,Breakfast,0,,Healthy,Healthy,250,228,Weekday,9572,Medium
Hummus Wrap (large),Meal/Vegetarian,450,14.86588054,59.43364679,18.7197856,11.87509887,4.799415944,791.3392229,0.0,Lunch,500,,Moderate,"Hypertension, Obesity",150,267,Weekday,9401,Medium
Cottage Cheese (1 cup low fat),Dairy,160,27.617729,5.745634165,2.408834079,0.0,4.126473801,836.4841225,9.988268023,Lunch,250,,Moderate,Hypertension,200,292,Weekday,6372,Medium
Sweet & Sour Chicken (1 cup),Meal/Processed,380,18.0,45.0,15.0,3.0,25.0,750.0,50.0,Dinner,0,,Moderate,"Diabetes, Hypertension",150,176,Weekday,230,Low
Caesar Salad (with chicken),Meal/Protein,470,30.0,15.0,30.0,3.0,3.0,890.0,75.0,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",250,202,Weekend,66,Medium
Chicken Milanesa (1 serving),Meal/Meat,450,36.30604738,30.84138044,21.35077366,3.127358248,2.048354403,670.3802213,98.12829135,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,384,Weekend,1574,Low
Chutney (Mango 1 tbsp),Condiment,45,0.101049918,10.84714395,0.096074617,0.485106029,9.830489255,172.849405,0.0,Dinner,0,,Healthy,Healthy,250,484,Weekday,8288,High
Mocha Latte (16oz),Beverage,360,11.4260275,46.88965702,15.62997297,1.936574234,42.11189492,143.7299695,46.04860549,Snack,473,,Unhealthy,"Diabetes, Obesity",150,153,Weekend,4424,Low
Flan (1 slice),Dessert,220,6.077849624,34.16930579,7.102550941,0.0,31.5261767,79.41138925,93.94040548,Snack,0,,Unhealthy,Diabetes,200,350,Weekday,4247,Medium
Turkey Burger (1 patty),Protein/Meat,160,21.21585574,2.070734994,8.271723176,0.0,0.95023946,384.7728876,67.44616297,Lunch,250,,Healthy,Healthy,250,391,Weekday,5556,Medium
Tuna Melt,Meal/Processed,450,26.0134343,33.03499926,25.74206507,3.124606129,4.195776333,938.719478,47.72299234,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",250,500,Weekday,8826,Medium
Biscuits and Gravy (1 serving),Meal/Processed,480,9.82026155,44.99478975,28.93671031,2.0742274,2.912002925,1056.319047,33.3544809,Breakfast,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,334,Weekend,1048,Low
Popcorn (3 cups air-popped),Grain,93,3.069372404,18.26307679,1.053306925,3.442654829,0.103529491,1.951165164,0.0,Snack,250,,Healthy,Healthy,150,156,Weekday,5549,High
Muffin (Blueberry 1 large),Grain/Dessert,380,5.155776286,53.5705885,16.31269927,2.089111126,29.89731701,337.7835755,51.83762819,Breakfast,250,,Unhealthy,"Diabetes, Obesity",150,471,Weekend,9920,Medium
Tiramisu (1 slice),Dessert,450,6.696150448,43.32628517,28.79814493,1.956291447,26.22452431,150.9757239,177.7484805,Snack,250,,Unhealthy,"Diabetes, Obesity, Heart Disease",150,262,Weekend,986,High
Vegetable Soup (1 can),Meal/Vegetable,140,4.00690571,21.44568107,4.184166682,6.037508069,7.88947862,770.7427538,4.828942345,Lunch,250,,Moderate,Hypertension,250,392,Weekday,8720,Medium
Osso Buco (1 serving),Meal/Meat,550,46.05662868,14.94054574,29.52043316,3.999228414,6.153213633,856.3009212,143.1079043,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",250,132,Weekday,4230,Medium
Pita Bread (1 whole wheat),Grain,170,5.76364227,36.56354557,1.427595773,4.812424932,1.909359584,309.194026,0.0,Snack,0,,Healthy,Healthy,200,383,Weekday,5823,High
Egg Drop Soup (1 cup),Meal/Vegetable,65,4.934370724,6.297232047,2.057604717,0.47891951,1.045809624,800.9770188,49.92615848,Dinner,0,,Moderate,Hypertension,180,360,Weekend,1590,Medium
Marshmallow (1 large),Dessert,23,0.100099839,5.717478764,0.0,0.0,4.025484721,4.899337555,0.0,Snack,0,,Healthy,Healthy,200,281,Weekday,6260,Medium
Muffin (Blueberry 1 large),Grain/Dessert,380,5.161160856,57.12051336,16.46194226,2.048882139,29.90691742,347.0798624,51.19701773,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,326,Weekend,2453,Low
Philly Cheesesteak (6 inch),Meal/Processed,500,25.7388528,41.98916639,29.32914703,2.870473347,5.068239085,1050.915397,68.61781484,Lunch,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,350,Weekday,6402,Medium
Tilapia (4oz baked),Protein/Fish,110,22.30094982,0.0,2.58176505,0.0,0.0,52.05478321,48.29309657,Dinner,0,,Healthy,Healthy,200,111,Weekday,6936,Low
Macaroni Salad (1 cup),Meal/Pasta,380,8.040665295,30.42013728,24.64990598,3.1364171,5.976266387,745.7456257,20.08442593,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",250,383,Weekend,8278,Low
Skirt Steak (4oz grilled),Protein/Meat,240,26.89050362,0.0,15.25126328,0.0,0.0,67.24655738,82.59268403,Dinner,0,,Moderate,Healthy,250,90,Weekend,4187,Medium
Panna Cotta (1 serving),Dessert,300,3.933767994,25.72135797,19.7072535,0.0,21.68610812,50.3226187,67.94812466,Snack,0,,Moderate,Diabetes,100,26,Weekend,9814,Medium
Biscuits and Gravy (1 serving),Meal/Processed,480,9.547185584,44.48872832,27.11137432,2.066375668,3.061429881,1049.72431,33.25639011,Breakfast,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,216,Weekday,7702,Low
Bobotie (1 serving),Meal/Meat,450,24.25833461,30.42696878,24.8893259,4.778503531,15.49772837,687.9247204,150.7416863,Dinner,0,,Moderate,"Diabetes, Hypertension, Obesity, Heart Disease",150,236,Weekend,7636,Medium
Honey (1 tbsp),Condiment,64,0.102599825,16.8503152,0.0,0.0,16.75843145,1.018040989,0.0,Breakfast,0,,Moderate,Diabetes,150,258,Weekday,6810,Medium
Macaroni Salad (1 cup),Meal/Pasta,380,7.737834241,30.52896133,24.52769041,2.975579302,6.286488564,767.9443102,20.83107484,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",250,13,Weekend,8902,Low
Panna Cotta (1 serving),Dessert,300,3.849077645,24.99811863,20.53063135,0.0,22.20092382,48.29608428,72.80772862,Snack,0,,Moderate,"Diabetes, Heart Disease",150,367,Weekday,3613,Low
Lime (juice of 1),Condiment,11,0.193170421,3.644135035,0.0,0.414608018,0.732477974,0.986963314,0.0,Dinner,0,,Healthy,Healthy,200,392,Weekday,2864,Low
Risotto alla Milanese (1 cup),Meal/Rice,350,9.650168398,50.45037772,12.28862232,2.987378132,3.100626324,694.7024849,29.10320518,Dinner,0,,Moderate,Hypertension,100,357,Weekend,3244,Medium
Mozzarella (1 oz melted),Dairy,80,6.223908826,0.98055238,6.094394927,0.0,0.523480474,155.9675004,20.27256832,Dinner,0,,Healthy,Healthy,180,376,Weekday,1920,Medium
Muffin (Blueberry 1 large),Grain/Dessert,380,5.000273303,54.42810819,16.65075647,1.907892549,29.46444059,345.7655827,51.93090638,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,128,Weekend,5681,High
Grilled Cheese Sandwich,Meal/Processed,390,15.02610649,30.46581012,23.00675521,2.866434703,4.151002697,810.7032765,58.97907378,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",180,253,Weekend,7252,Low
Cheese Danish,Dessert,340,7.0,38.0,18.0,2.0,16.0,300.0,55.0,Breakfast,250,,Moderate,Diabetes,100,172,Weekday,320,Medium
Pistachios (1 oz shelled),Nut,159,5.464936052,7.361318362,12.41479107,3.053038219,2.299397989,1.936825835,0.0,Snack,0,,Healthy,Healthy,180,101,Weekday,6012,Medium
Chicken Milanesa (1 serving),Meal/Meat,450,35.9155904,28.66793178,21.63125158,3.030886372,2.047972665,731.0831929,103.2417564,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,454,Weekday,5379,Low
Maple Syrup (1 tbsp),Condiment,52,0.0,13.83517709,0.0,0.0,12.13615603,1.043235974,0.0,Breakfast,0,,Healthy,Diabetes,150,11,Weekday,8570,Low
Caramel Sauce (1 tbsp),Condiment,60,0.0,13.39602742,0.982594644,0.0,11.77976844,29.78774992,5.013215855,Snack,0,,Healthy,Diabetes,180,232,Weekend,3569,Low
Sweet & Sour Chicken (1 cup),Meal/Processed,380,18.31553823,46.7097378,14.75643457,3.134921936,26.16757888,749.7385547,49.21384944,Dinner,0,,Unhealthy,"Diabetes, Hypertension",100,208,Weekend,7701,Medium
Ceviche (1 cup fish),Meal/Fish,180,26.2002719,14.65269001,1.925256164,3.028486451,4.102062662,706.0642845,44.60307482,Lunch,0,,Moderate,Hypertension,150,79,Weekday,1860,Medium
String Cheese (1 stick),Dairy,80,5.8348473,0.997612887,6.285093349,0.0,0.0,213.4123183,20.01328054,Snack,0,,Healthy,Healthy,250,129,Weekend,5909,High
Burger (cheeseburger),Meal/Processed,550,30.12282691,39.86583769,28.72892327,3.052144985,6.943221251,1065.761584,94.05236271,Dinner,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,341,Weekend,3048,High
Pine Nuts (1 tbsp),Nut,95,2.038813232,2.041418673,9.638114696,0.5166831,0.484616985,0.0,0.0,Dinner,0,,Healthy,Healthy,150,416,Weekend,8509,Medium
Sour Cream (2 tbsp),Condiment/Dairy,60,0.796657459,1.343775451,5.920718154,0.0,0.825284806,25.84896264,12.13769632,Dinner,0,,Healthy,Healthy,180,384,Weekday,7198,Low
Muffin (Blueberry 1 large),Grain/Dessert,380,5.162163762,56.97508161,15.5207288,1.979050624,30.72733106,335.6960963,51.27097461,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,286,Weekday,6719,Medium
Veal Parmesan (1 serving),Meal/Meat,550,38.46794168,29.69770996,31.45286752,3.987438655,7.072888569,1147.902196,126.3300223,Dinner,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,341,Weekday,8185,Low
Muffin (Blueberry 1 large),Grain/Dessert,380,4.909230813,55.62188003,16.27418489,2.018431888,30.53914912,362.1768321,51.06244491,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,107,Weekend,1764,Low
Naan Bread (1 piece),Grain,260,7.661778607,46.80698204,4.803440032,2.06740121,3.078285031,440.0308119,10.00544012,Dinner,0,,Healthy,Hypertension,180,58,Weekend,1994,Medium
Macaroni Salad (1 cup),Meal/Pasta,380,7.872076308,31.13877086,24.76100426,3.063845404,6.123670258,716.8784616,20.13768269,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,136,Weekday,8956,Low
Cacio e Pepe (1.5 cups),Meal/Pasta,500,18.37210562,65.45063288,19.34319549,4.143670719,2.960430045,704.0911642,49.25247811,Dinner,0,,Moderate,"Hypertension, Obesity",150,153,Weekend,9955,Medium
Shrimp Scampi (1 cup),Meal/Seafood,380,23.0634788,41.15244915,15.38816727,2.854759217,2.891782089,727.5919328,146.7691377,Dinner,0,,Moderate,"Hypertension, Obesity",250,480,Weekday,6265,Medium
Sausage Link (1 cooked),Protein/Meat,85,4.842123914,1.043352857,7.080862497,0.0,0.488336441,293.1613995,19.31786747,Breakfast,0,,Healthy,Healthy,200,236,Weekend,8492,High
Quesadilla (Cheese 1 medium),Meal/Processed,400,18.06625074,34.00709601,22.92481301,3.103178489,2.011346358,711.3843414,49.34977619,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",150,266,Weekend,2197,Medium
Whiskey (1.5 oz shot),Beverage,105,0.0,0.096127536,0.0,0.0,0.100502768,1.036840683,0.0,Snack,0,,Healthy,Healthy,180,188,Weekday,7178,Medium
Chicken Milanesa (1 serving),Meal/Meat,450,35.14241391,30.42151107,21.49092112,2.906720847,2.090122355,676.7523981,97.7384822,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,69,Weekend,1472,Medium
Caesar Salad (with chicken),Meal/Protein,470,30.68405989,14.58114476,29.80584837,2.998778739,2.939359516,875.5545926,78.6274796,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",150,205,Weekend,2242,Medium
Whiskey (1.5 oz shot),Beverage,105,0.0,0.095909084,0.0,0.0,0.095553377,0.996258507,0.0,Snack,0,,Healthy,Healthy,180,152,Weekday,9388,Low
Muffin (Blueberry 1 large),Grain/Dessert,380,5.020401816,54.08919316,16.44456006,1.991904087,30.06810347,336.1836223,48.03222547,Breakfast,250,,Unhealthy,"Diabetes, Obesity",200,264,Weekend,1595,Medium
Maple Syrup (1 tbsp),Condiment,52,0.0,13.75744606,0.0,0.0,12.05220355,0.980070649,0.0,Breakfast,0,,Healthy,Diabetes,200,350,Weekend,6371,Medium
Tuna Melt,Meal/Processed,450,25.66886943,33.51077884,25.00054367,3.028772731,4.037064814,944.3745459,52.03757558,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",100,225,Weekend,1950,Medium
String Cheese (1 stick),Dairy,80,5.962305355,1.028432155,6.096420451,0.0,0.0,201.0586596,20.84826326,Snack,0,,Healthy,Healthy,200,435,Weekday,3463,Low
Potato Salad (1/2 cup),Meal/Vegetable,180,2.039016609,19.17413815,11.35917068,2.040978095,2.975553634,491.9462965,9.897436206,Lunch,0,,Healthy,Hypertension,250,228,Weekend,8362,Medium
Muffin (Blueberry 1 large),Grain/Dessert,380,4.819528717,53.23431443,16.734168,1.989814714,31.05792048,336.3268515,50.54140166,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,134,Weekday,9260,Medium
Salsa (1/4 cup),Vegetable,20,0.806434676,4.301992105,0.099134331,1.007549183,3.085222525,241.1352977,0.0,Lunch,0,,Healthy,Healthy,200,54,Weekend,5899,High
Grilled Cheese Sandwich,Meal/Processed,390,14.37212712,32.84284088,21.32216321,3.105246321,3.919689989,822.9520012,57.98939822,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",250,352,Weekday,9962,High
Duck (3oz roasted),Protein/Meat,285,15.68381287,0.0,23.84682234,0.0,0.0,62.87472024,75.18297272,Dinner,0,,Moderate,Heart Disease,180,254,Weekend,8702,Medium
Tuna Melt,Meal/Processed,450,24.18253191,30.66508463,25.60203824,3.148307445,4.136290065,891.8601932,51.73713219,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",150,40,Weekend,9053,Medium
